RecordID,Park,Animal,Visitors,TempC,RainfallMM,Season,Detected,ModelScore,VisitDate
344,Kibale,Chimpanzee,68,20.3,210,Dry,No,0.92,3/5/2024
345,Kibale,Chimpanzee,87,22.2,164,Dry,No,0.74,10/22/2024
346,Kibale,Gorilla,341,25,231,Dry,Yes,0.7,5/22/2024
347,Kibale,Gorilla,252,34.2,167,Dry,Yes,0.86,8/22/2024
348,Kibale,Hippo,377,24.1,32,Wet,Yes,0.97,4/18/2024
349,Bwindi,Gorilla,185,32.1,172,Dry,No,0.89,12/15/2024
350,Mgahinga,Elephant,43,19.7,235,Dry,Yes,0.96,3/21/2024
351,Bwindi,Buffalo,20,34.9,219,Dry,Yes,0.93,6/3/2024
352,Queen Elizabeth,Chimpanzee,497,32.9,47,Wet,No,0.54,12/6/2024
353,Kibale,Lion,46,24.7,156,Dry,No,0.82,12/26/2024
354,Murchison Falls,Elephant,129,26.1,67,Dry,No,0.5,12/22/2024
355,Kidepo,Chimpanzee,81,34.8,216,Dry,No,0.53,7/15/2024
356,Murchison Falls,Hippo,432,19.7,160,Wet,No,0.57,3/9/2024
357,Kibale,Hippo,93,19.2,288,Dry,Yes,0.72,4/19/2024
358,Kibale,Hippo,97,33.6,226,Dry,Yes,0.94,3/12/2024
359,Mgahinga,Elephant,321,30.4,179,Wet,No,0.89,5/6/2024
360,Kidepo,Hippo,63,22.2,145,Dry,No,0.6,11/6/2024
361,Lake Mburo,Lion,402,24.7,27,Dry,No,0.69,5/3/2024
362,Bwindi,Hippo,324,19.2,6,Wet,No,0.56,10/18/2024
363,Bwindi,Gorilla,299,29.6,241,Dry,Yes,0.79,1/8/2024
364,Kidepo,Lion,40,33.7,203,Wet,No,0.71,7/24/2024
365,Murchison Falls,Hippo,294,27.1,78,Wet,Yes,0.65,9/18/2024
366,Queen Elizabeth,Chimpanzee,99,27.1,200,Dry,No,0.84,5/2/2024
367,Murchison Falls,Lion,64,33.7,59,Wet,Yes,0.65,12/2/2024
368,Kibale,Lion,81,18.2,70,Dry,Yes,0.74,6/26/2024
369,Lake Mburo,Leopard,420,32,132,Dry,No,0.56,5/17/2024
370,Kibale,Elephant,414,33.3,171,Wet,No,0.76,5/14/2024
371,Kibale,Leopard,341,19.3,233,Wet,Yes,0.74,10/17/2024
372,Queen Elizabeth,Gorilla,100,22.3,52,Dry,Yes,0.86,1/2/2024
373,Murchison Falls,Chimpanzee,461,18.2,23,Wet,No,0.69,3/17/2024
374,Queen Elizabeth,Chimpanzee,38,27.4,214,Dry,No,0.62,6/12/2024
375,Kidepo,Chimpanzee,59,27.7,61,Dry,Yes,0.61,9/21/2024
376,Murchison Falls,Buffalo,55,32.9,144,Wet,No,0.54,8/21/2024
377,Murchison Falls,Gorilla,122,23,155,Dry,No,0.68,9/9/2024
378,Mgahinga,Chimpanzee,120,30.5,279,Dry,Yes,0.5,7/28/2024
379,Murchison Falls,Lion,297,23.9,4,Wet,Yes,0.87,7/11/2024
380,Mgahinga,Hippo,392,23.2,105,Dry,No,0.74,1/31/2024
381,Queen Elizabeth,Hippo,163,19.6,118,Wet,No,0.72,2/13/2024
382,Lake Mburo,Elephant,278,20.3,201,Dry,Yes,0.71,3/7/2024
383,Queen Elizabeth,Gorilla,153,32.5,201,Wet,No,0.72,4/29/2024
384,Murchison Falls,Lion,89,31.3,299,Dry,Yes,0.55,8/18/2024
385,Bwindi,Gorilla,228,20.1,183,Dry,No,0.65,5/15/2024
386,Mgahinga,Elephant,66,20.7,155,Dry,Yes,0.91,6/16/2024
387,Queen Elizabeth,Elephant,384,22.2,182,Wet,Yes,0.83,5/13/2024
388,Mgahinga,Lion,35,34.2,231,Dry,Yes,0.73,3/12/2024
389,Murchison Falls,Elephant,51,32.1,113,Dry,Yes,0.9,7/9/2024
390,Kibale,Hippo,500,29,298,Wet,Yes,0.51,2/3/2024
391,Queen Elizabeth,Hippo,247,31.8,47,Wet,Yes,0.52,8/24/2024
392,Murchison Falls,Lion,493,27.8,202,Wet,Yes,0.69,8/6/2024
393,Queen Elizabeth,Gorilla,129,33.4,140,Wet,No,0.93,1/18/2024
394,Lake Mburo,Leopard,335,22.2,151,Wet,No,0.93,9/2/2024
395,Murchison Falls,Elephant,163,24.5,214,Dry,Yes,0.81,10/5/2024
396,Mgahinga,Elephant,215,31.3,183,Wet,No,0.67,10/16/2024
397,Lake Mburo,Gorilla,218,22.6,13,Wet,Yes,0.51,5/23/2024
398,Murchison Falls,Chimpanzee,261,27,299,Dry,Yes,0.55,12/2/2024
399,Queen Elizabeth,Gorilla,293,31.9,28,Dry,No,0.67,3/29/2024
400,Queen Elizabeth,Lion,323,23.4,183,Dry,No,0.96,10/15/2024
401,Queen Elizabeth,Leopard,116,32.2,252,Wet,Yes,0.74,2/16/2024
402,Murchison Falls,Lion,328,21.7,269,Wet,Yes,0.66,11/10/2024
403,Queen Elizabeth,Chimpanzee,86,23.8,90,Wet,Yes,0.51,10/27/2024
404,Kibale,Lion,416,19.9,269,Wet,Yes,0.68,12/5/2024
405,Bwindi,Leopard,71,23.7,165,Dry,Yes,0.86,8/11/2024
406,Mgahinga,Hippo,269,29,89,Wet,Yes,0.83,3/30/2024
407,Bwindi,Gorilla,395,29.7,65,Dry,Yes,0.96,10/20/2024
408,Bwindi,Chimpanzee,414,34.4,16,Dry,No,0.95,11/9/2024
409,Queen Elizabeth,Hippo,309,19.8,254,Dry,No,0.87,5/1/2024
410,Kidepo,Gorilla,105,28.8,45,Wet,No,0.51,4/17/2024
411,Queen Elizabeth,Hippo,54,24,55,Dry,Yes,0.69,8/2/2024
412,Queen Elizabeth,Buffalo,272,33,179,Wet,Yes,0.91,10/22/2024
413,Kibale,Chimpanzee,371,21.8,231,Dry,Yes,0.64,6/12/2024
414,Kidepo,Elephant,57,23.8,192,Dry,Yes,0.77,2/17/2024
415,Kidepo,Leopard,334,33.2,15,Wet,Yes,0.8,8/10/2024
416,Queen Elizabeth,Elephant,71,23.6,97,Wet,No,0.82,6/1/2024
417,Queen Elizabeth,Elephant,45,24.7,281,Wet,Yes,0.53,1/2/2024
418,Bwindi,Elephant,170,32,245,Dry,Yes,0.51,3/28/2024
419,Kibale,Gorilla,61,26.1,59,Wet,No,0.73,12/4/2024
420,Kidepo,Elephant,348,27.3,94,Wet,No,0.68,8/16/2024
421,Murchison Falls,Gorilla,245,25.9,115,Wet,Yes,0.57,12/22/2024
422,Kibale,Elephant,63,29.4,277,Wet,Yes,0.77,7/17/2024
423,Mgahinga,Leopard,234,34.4,243,Dry,No,0.65,7/21/2024
424,Mgahinga,Hippo,37,26.5,264,Dry,Yes,0.97,8/17/2024
425,Queen Elizabeth,Lion,128,31.7,64,Dry,No,0.54,12/15/2024
426,Bwindi,Lion,441,28.7,132,Wet,Yes,0.54,10/11/2024
427,Bwindi,Leopard,186,32.6,266,Wet,Yes,0.89,11/15/2024
428,Lake Mburo,Leopard,420,25.1,212,Dry,Yes,0.78,10/25/2024
429,Mgahinga,Elephant,493,19.8,51,Wet,No,0.93,5/15/2024
430,Bwindi,Hippo,268,27.7,242,Dry,Yes,0.63,3/14/2024
431,Lake Mburo,Leopard,368,29.8,19,Wet,No,0.84,1/26/2024
432,Kibale,Buffalo,491,22.6,190,Dry,No,0.9,6/4/2024
433,Kidepo,Gorilla,451,26.4,50,Dry,Yes,0.65,8/14/2024
434,Mgahinga,Chimpanzee,184,22.6,213,Dry,Yes,0.72,7/27/2024
435,Kibale,Buffalo,408,26.8,191,Dry,Yes,0.53,12/29/2024
436,Lake Mburo,Buffalo,89,31.3,268,Dry,Yes,0.59,4/12/2024
437,Mgahinga,Elephant,147,18.6,25,Wet,Yes,0.63,8/25/2024
438,Lake Mburo,Buffalo,345,33.7,15,Dry,No,0.74,8/16/2024
439,Queen Elizabeth,Chimpanzee,262,28,179,Wet,Yes,0.91,5/12/2024
440,Kibale,Chimpanzee,372,19.5,14,Wet,Yes,0.58,10/19/2024
441,Mgahinga,Lion,458,21.8,115,Dry,No,0.82,9/19/2024
442,Murchison Falls,Chimpanzee,419,34.4,4,Wet,Yes,0.82,11/3/2024
443,Mgahinga,Elephant,134,22.3,156,Wet,No,0.94,6/27/2024
444,Bwindi,Gorilla,131,25.9,266,Wet,Yes,0.5,12/5/2024
445,Mgahinga,Chimpanzee,211,27.5,144,Wet,Yes,0.74,6/21/2024
446,Kidepo,Hippo,186,32.6,133,Wet,Yes,0.57,5/3/2024
447,Murchison Falls,Chimpanzee,458,31.6,206,Wet,Yes,0.85,12/1/2024
448,Bwindi,Gorilla,152,33.4,207,Wet,Yes,0.79,10/19/2024
449,Mgahinga,Lion,195,30.4,113,Wet,No,0.75,3/28/2024
450,Mgahinga,Hippo,468,27.5,150,Dry,No,0.56,5/12/2024
451,Kibale,Chimpanzee,306,31,93,Wet,Yes,0.61,4/24/2024
452,Kibale,Chimpanzee,177,25.1,169,Wet,No,0.79,8/25/2024
453,Mgahinga,Elephant,260,18.9,298,Dry,No,0.94,9/13/2024
454,Murchison Falls,Chimpanzee,368,24.5,152,Wet,Yes,0.93,3/18/2024
455,Queen Elizabeth,Lion,195,25,291,Wet,Yes,0.66,4/2/2024
456,Mgahinga,Elephant,269,23.7,90,Wet,Yes,0.5,5/20/2024
457,Queen Elizabeth,Chimpanzee,416,20.9,81,Wet,Yes,0.56,8/10/2024
458,Kibale,Buffalo,226,25.3,244,Wet,Yes,0.52,4/12/2024
459,Kibale,Gorilla,27,33.2,271,Dry,Yes,0.83,11/16/2024
460,Kibale,Lion,135,29.8,176,Wet,Yes,0.55,9/14/2024
461,Lake Mburo,Gorilla,105,19.1,23,Wet,No,0.72,9/23/2024
462,Lake Mburo,Leopard,192,25.4,68,Wet,No,0.68,4/6/2024
463,Queen Elizabeth,Chimpanzee,226,18.3,114,Dry,Yes,0.86,10/28/2024
464,Lake Mburo,Lion,83,24.2,19,Wet,No,0.88,11/15/2024
465,Murchison Falls,Leopard,44,29.3,10,Dry,Yes,0.7,7/13/2024
466,Murchison Falls,Leopard,149,26.1,78,Dry,Yes,0.65,12/4/2024
467,Murchison Falls,Hippo,286,22.6,70,Wet,Yes,0.75,11/12/2024
468,Murchison Falls,Gorilla,78,31.3,254,Dry,Yes,0.88,9/24/2024
469,Queen Elizabeth,Gorilla,380,25,82,Dry,No,0.95,12/18/2024
470,Bwindi,Gorilla,140,18,45,Dry,No,0.57,2/16/2024
471,Mgahinga,Leopard,58,30.3,51,Wet,Yes,0.72,5/31/2024
472,Kidepo,Buffalo,45,19.7,89,Dry,No,0.68,12/12/2024
473,Kidepo,Buffalo,398,20,23,Dry,Yes,0.83,3/28/2024
474,Kidepo,Gorilla,477,25.4,137,Dry,No,0.9,4/3/2024
475,Murchison Falls,Buffalo,224,34.4,139,Wet,No,0.89,11/28/2024
476,Mgahinga,Lion,77,20.3,30,Dry,Yes,0.7,10/29/2024
477,Bwindi,Chimpanzee,311,29.5,92,Wet,No,0.8,12/16/2024
478,Mgahinga,Hippo,476,20.2,249,Dry,No,0.72,2/2/2024
479,Kidepo,Hippo,180,18.2,268,Dry,No,0.75,12/18/2024
480,Kibale,Leopard,68,25.4,127,Wet,No,0.83,11/24/2024
481,Bwindi,Lion,449,32,27,Dry,Yes,0.75,8/28/2024
482,Mgahinga,Buffalo,465,20.8,251,Wet,Yes,0.66,5/22/2024
483,Murchison Falls,Leopard,134,27.4,193,Wet,Yes,0.54,8/15/2024
484,Mgahinga,Leopard,249,19.5,255,Wet,No,0.56,9/11/2024
485,Kibale,Hippo,29,19.7,211,Dry,Yes,0.9,11/5/2024
486,Lake Mburo,Hippo,175,33.1,287,Dry,No,0.97,7/5/2024
487,Mgahinga,Elephant,438,21.8,232,Wet,No,0.85,7/5/2024
488,Kibale,Buffalo,78,19.7,113,Dry,No,0.67,11/20/2024
489,Mgahinga,Gorilla,300,26.9,54,Dry,Yes,0.74,7/28/2024
490,Murchison Falls,Gorilla,332,21.3,61,Wet,Yes,0.72,4/7/2024
491,Kibale,Gorilla,75,30.9,23,Dry,No,0.72,10/28/2024
492,Lake Mburo,Lion,275,18.1,24,Wet,No,0.95,3/31/2024
493,Kibale,Leopard,108,30.4,65,Dry,No,0.82,11/6/2024
494,Kidepo,Leopard,471,24.5,127,Wet,No,0.97,5/30/2024
495,Bwindi,Chimpanzee,88,20.3,262,Wet,No,0.85,10/10/2024
496,Kibale,Lion,122,21.6,148,Wet,Yes,0.98,11/28/2024
497,Queen Elizabeth,Leopard,297,29.8,165,Dry,No,0.78,10/25/2024
498,Lake Mburo,Hippo,383,25.1,273,Wet,No,0.9,9/24/2024
499,Murchison Falls,Elephant,215,20.5,28,Dry,No,0.87,3/23/2024
500,Kidepo,Hippo,148,20.5,31,Wet,Yes,0.87,1/17/2024
501,Kidepo,Chimpanzee,251,19.7,287,Dry,No,0.62,12/22/2024
502,Kidepo,Hippo,360,18.8,195,Wet,No,0.97,12/16/2024
503,Kidepo,Leopard,47,18.2,128,Dry,No,0.91,11/20/2024
504,Kibale,Hippo,351,24.3,279,Dry,Yes,0.64,3/31/2024
505,Kibale,Elephant,115,34.4,263,Dry,No,0.52,5/22/2024
506,Lake Mburo,Gorilla,86,20.7,130,Dry,No,0.73,3/20/2024
507,Murchison Falls,Lion,495,23.5,26,Wet,No,0.89,10/8/2024
508,Kidepo,Elephant,421,30,269,Dry,Yes,0.76,9/15/2024
509,Queen Elizabeth,Buffalo,298,27.1,47,Wet,Yes,0.93,12/5/2024
510,Kidepo,Gorilla,204,23,271,Wet,Yes,0.56,6/26/2024
511,Bwindi,Lion,483,28.9,124,Dry,No,0.69,2/28/2024
512,Bwindi,Gorilla,296,30.3,12,Wet,No,0.74,5/31/2024
513,Kibale,Lion,184,26.7,49,Dry,Yes,0.81,4/17/2024
514,Kibale,Hippo,416,21.6,217,Dry,Yes,0.76,12/25/2024
515,Kibale,Chimpanzee,242,29,36,Dry,Yes,0.73,6/18/2024
516,Murchison Falls,Elephant,57,18.9,128,Dry,Yes,0.95,7/27/2024
517,Bwindi,Buffalo,342,24.9,161,Dry,No,0.83,9/30/2024
518,Murchison Falls,Hippo,388,28.5,299,Dry,Yes,0.68,9/14/2024
519,Murchison Falls,Gorilla,422,29.7,44,Wet,No,0.69,12/4/2024
520,Murchison Falls,Buffalo,100,27.1,69,Wet,No,0.97,3/14/2024
521,Kidepo,Hippo,474,33.5,191,Dry,Yes,0.56,1/3/2024
522,Lake Mburo,Leopard,221,27.1,43,Wet,Yes,0.87,6/25/2024
523,Queen Elizabeth,Buffalo,483,29,262,Dry,Yes,0.59,11/11/2024
524,Mgahinga,Gorilla,119,19.9,290,Dry,No,0.82,2/7/2024
525,Kidepo,Hippo,54,22.3,101,Wet,No,0.67,12/9/2024
526,Kibale,Lion,71,22.8,35,Dry,No,0.74,6/17/2024
527,Lake Mburo,Hippo,176,29.8,78,Wet,No,0.97,3/27/2024
528,Murchison Falls,Gorilla,146,31.4,223,Wet,No,0.57,6/18/2024
529,Bwindi,Buffalo,248,24.1,156,Wet,Yes,0.59,11/6/2024
530,Murchison Falls,Chimpanzee,163,32.6,71,Dry,No,0.86,11/16/2024
531,Murchison Falls,Hippo,58,33.2,259,Dry,No,0.88,4/18/2024
532,Murchison Falls,Leopard,153,27.2,276,Wet,Yes,0.68,4/24/2024
533,Mgahinga,Leopard,395,32.6,68,Wet,Yes,0.69,9/14/2024
534,Murchison Falls,Hippo,142,32.4,84,Dry,No,0.58,10/16/2024
535,Lake Mburo,Hippo,466,34.5,247,Wet,Yes,0.61,9/6/2024
536,Queen Elizabeth,Elephant,155,24.3,21,Dry,No,0.69,8/20/2024
537,Murchison Falls,Elephant,352,23.5,266,Wet,No,0.78,10/18/2024
538,Queen Elizabeth,Buffalo,354,24.4,300,Dry,No,0.68,4/24/2024
539,Lake Mburo,Buffalo,200,31.9,176,Wet,No,0.93,1/4/2024
540,Lake Mburo,Lion,245,20.8,39,Wet,Yes,0.57,3/21/2024
541,Kidepo,Leopard,387,31.9,117,Wet,No,0.85,9/3/2024
542,Kibale,Buffalo,265,21.6,82,Wet,Yes,0.62,3/6/2024
543,Lake Mburo,Leopard,102,20.3,262,Dry,Yes,0.53,5/12/2024
544,Queen Elizabeth,Leopard,227,28.2,288,Dry,No,0.96,4/20/2024
545,Bwindi,Leopard,261,32.7,87,Dry,No,0.79,10/25/2024
546,Mgahinga,Chimpanzee,113,28.6,261,Wet,Yes,0.85,6/24/2024
547,Bwindi,Leopard,322,19.2,193,Wet,Yes,0.55,4/13/2024
548,Lake Mburo,Chimpanzee,485,26.6,214,Dry,Yes,0.59,11/10/2024
549,Lake Mburo,Elephant,469,31.3,257,Dry,Yes,0.74,3/7/2024
550,Lake Mburo,Leopard,443,18,220,Wet,No,0.93,12/23/2024
551,Lake Mburo,Buffalo,137,34,246,Wet,No,0.79,12/22/2024
552,Lake Mburo,Elephant,237,20.3,244,Dry,Yes,0.64,10/5/2024
553,Bwindi,Gorilla,116,18.1,3,Dry,Yes,0.68,4/15/2024
554,Kibale,Chimpanzee,181,25,54,Dry,No,0.82,5/9/2024
555,Kidepo,Chimpanzee,294,25.2,187,Wet,No,0.87,7/30/2024
556,Lake Mburo,Chimpanzee,305,26.2,189,Wet,No,0.98,10/22/2024
557,Kidepo,Chimpanzee,381,24.8,70,Dry,Yes,0.72,12/24/2024
558,Queen Elizabeth,Elephant,129,26.6,173,Dry,Yes,0.69,11/21/2024
559,Murchison Falls,Chimpanzee,66,32,241,Wet,Yes,0.53,4/23/2024
560,Kidepo,Elephant,331,18.6,196,Wet,No,0.85,11/1/2024
561,Murchison Falls,Chimpanzee,439,21,253,Wet,Yes,0.6,12/2/2024
562,Mgahinga,Leopard,166,21.3,261,Dry,Yes,0.83,7/3/2024
563,Queen Elizabeth,Hippo,20,34.6,44,Wet,No,0.67,7/21/2024
564,Bwindi,Leopard,122,26.8,35,Dry,No,0.86,10/13/2024
565,Lake Mburo,Gorilla,197,34.4,141,Dry,Yes,0.72,7/25/2024
566,Lake Mburo,Elephant,153,21,259,Dry,Yes,0.75,6/23/2024
567,Murchison Falls,Chimpanzee,282,34.3,275,Wet,No,0.97,10/15/2024
568,Bwindi,Chimpanzee,144,30.9,234,Wet,Yes,0.74,5/12/2024
569,Murchison Falls,Buffalo,344,31.4,112,Dry,No,0.7,6/29/2024
570,Lake Mburo,Leopard,24,29.9,134,Dry,No,0.55,12/10/2024
571,Kibale,Chimpanzee,195,19.3,91,Wet,No,0.67,10/20/2024
572,Kidepo,Lion,402,29.6,97,Wet,Yes,0.62,5/3/2024
573,Mgahinga,Gorilla,125,21.9,127,Wet,Yes,0.88,3/2/2024
574,Murchison Falls,Hippo,359,26.4,3,Dry,No,0.68,6/10/2024
575,Bwindi,Leopard,464,22.7,93,Wet,No,0.61,10/22/2024
576,Queen Elizabeth,Elephant,289,31.6,244,Dry,No,0.69,12/17/2024
577,Mgahinga,Lion,254,34.6,265,Wet,No,0.84,1/7/2024
578,Kibale,Lion,214,27.9,166,Wet,No,0.59,5/14/2024
579,Queen Elizabeth,Gorilla,261,34.3,175,Wet,Yes,0.74,4/17/2024
580,Bwindi,Hippo,405,24.3,205,Wet,No,0.59,3/8/2024
581,Lake Mburo,Hippo,137,31.8,138,Dry,No,0.92,4/10/2024
582,Queen Elizabeth,Chimpanzee,398,20.5,4,Dry,No,0.74,11/18/2024
583,Lake Mburo,Leopard,388,23.4,249,Wet,No,0.78,10/17/2024
584,Murchison Falls,Buffalo,70,29.7,30,Dry,No,0.73,11/18/2024
585,Murchison Falls,Buffalo,401,23.7,184,Wet,No,0.67,7/29/2024
586,Murchison Falls,Gorilla,464,29.6,101,Dry,No,0.67,12/10/2024
587,Lake Mburo,Buffalo,416,30.5,40,Wet,No,0.73,3/15/2024
588,Mgahinga,Lion,347,31.7,172,Wet,No,0.92,2/6/2024
589,Murchison Falls,Lion,195,21.9,162,Wet,No,0.8,7/21/2024
590,Kidepo,Buffalo,419,32.7,185,Wet,No,0.58,1/12/2024
591,Queen Elizabeth,Hippo,140,29.3,40,Dry,Yes,0.69,2/18/2024
592,Murchison Falls,Buffalo,300,18.9,203,Dry,Yes,0.63,3/20/2024
593,Murchison Falls,Hippo,496,33.1,158,Dry,Yes,0.86,8/14/2024
594,Kibale,Lion,87,27,87,Dry,Yes,0.83,6/15/2024
595,Mgahinga,Buffalo,259,34.6,276,Wet,No,0.57,12/23/2024
596,Lake Mburo,Lion,322,28.2,288,Wet,No,0.95,9/3/2024
597,Lake Mburo,Lion,432,19.5,157,Wet,No,0.63,6/4/2024
598,Murchison Falls,Elephant,287,31.9,69,Wet,No,0.73,1/5/2024
599,Kibale,Buffalo,406,26.1,4,Wet,No,0.79,1/4/2024
600,Lake Mburo,Gorilla,116,25,287,Wet,No,0.62,11/26/2024
601,Bwindi,Chimpanzee,213,21.8,40,Wet,Yes,0.75,11/9/2024
602,Mgahinga,Hippo,370,22.6,272,Wet,No,0.59,2/5/2024
603,Queen Elizabeth,Lion,168,19.9,233,Wet,No,0.84,9/8/2024
604,Queen Elizabeth,Gorilla,29,20.6,273,Dry,Yes,0.98,5/24/2024
605,Kidepo,Lion,386,25.5,4,Dry,Yes,0.57,9/9/2024
606,Queen Elizabeth,Gorilla,235,23.3,255,Wet,No,0.84,1/17/2024
607,Kidepo,Elephant,451,30.8,74,Dry,No,0.88,2/6/2024
608,Lake Mburo,Buffalo,112,21.3,128,Wet,Yes,0.56,12/31/2024
609,Queen Elizabeth,Buffalo,414,34.6,126,Dry,Yes,0.73,2/18/2024
610,Lake Mburo,Hippo,126,26,159,Wet,Yes,0.81,1/22/2024
611,Kibale,Leopard,286,20.1,246,Wet,Yes,0.68,1/27/2024
612,Mgahinga,Hippo,131,34.5,120,Wet,No,0.51,5/21/2024
613,Lake Mburo,Elephant,222,31.4,4,Dry,No,0.84,3/20/2024
614,Kidepo,Chimpanzee,65,22.2,255,Dry,No,0.96,11/16/2024
615,Murchison Falls,Elephant,202,29,274,Dry,Yes,0.74,6/11/2024
616,Lake Mburo,Chimpanzee,350,30.9,224,Dry,Yes,0.84,7/2/2024
617,Kibale,Lion,148,33.3,248,Wet,No,0.77,9/7/2024
618,Queen Elizabeth,Leopard,115,27.2,165,Wet,No,0.93,11/2/2024
619,Mgahinga,Leopard,102,19.2,79,Wet,No,0.9,10/4/2024
620,Kidepo,Buffalo,20,31.2,259,Wet,Yes,0.93,11/13/2024
621,Mgahinga,Gorilla,417,28.5,164,Dry,No,0.59,12/15/2024
622,Bwindi,Chimpanzee,302,20.6,144,Wet,No,0.81,2/26/2024
623,Murchison Falls,Leopard,357,19.1,66,Dry,Yes,0.6,9/5/2024
624,Queen Elizabeth,Elephant,36,27.7,198,Wet,No,0.52,4/23/2024
625,Lake Mburo,Hippo,56,18.2,106,Wet,Yes,0.73,11/23/2024
626,Murchison Falls,Gorilla,305,30.6,212,Wet,Yes,0.9,5/16/2024
627,Lake Mburo,Elephant,395,19.2,155,Dry,Yes,0.97,2/19/2024
628,Murchison Falls,Hippo,138,27,97,Dry,Yes,0.78,4/1/2024
629,Lake Mburo,Hippo,305,25.1,54,Wet,No,0.84,8/6/2024
630,Murchison Falls,Lion,425,21.1,205,Wet,Yes,0.76,11/3/2024
631,Bwindi,Gorilla,482,23.4,166,Wet,No,0.87,8/8/2024
632,Mgahinga,Hippo,185,28.3,288,Dry,No,0.88,5/10/2024
633,Kidepo,Buffalo,249,34.3,0,Dry,No,0.79,9/22/2024
634,Queen Elizabeth,Gorilla,23,23.1,113,Dry,No,0.51,12/19/2024
635,Mgahinga,Gorilla,490,27.4,284,Dry,Yes,0.52,7/1/2024
636,Queen Elizabeth,Lion,155,24.2,298,Dry,Yes,0.63,6/2/2024
637,Murchison Falls,Leopard,224,27.7,111,Dry,No,0.89,3/29/2024
638,Bwindi,Chimpanzee,480,29.7,295,Dry,No,0.52,10/22/2024
639,Bwindi,Elephant,419,19,171,Wet,No,0.7,3/2/2024
640,Mgahinga,Chimpanzee,136,30.7,5,Wet,Yes,0.65,1/22/2024
641,Kidepo,Leopard,309,20.5,257,Dry,Yes,0.52,7/20/2024
642,Bwindi,Chimpanzee,324,27.8,46,Dry,No,0.64,7/20/2024
643,Queen Elizabeth,Lion,192,19.4,292,Dry,No,0.63,7/23/2024
644,Lake Mburo,Buffalo,416,29.9,69,Wet,Yes,0.74,11/29/2024
645,Lake Mburo,Lion,307,28.5,268,Dry,Yes,0.54,8/8/2024
646,Kidepo,Hippo,493,27.8,57,Wet,No,0.68,4/7/2024
647,Kidepo,Gorilla,324,29.1,156,Dry,No,0.8,8/14/2024
648,Lake Mburo,Lion,245,18.8,119,Dry,No,0.58,2/13/2024
649,Murchison Falls,Hippo,47,22.1,75,Wet,Yes,0.67,2/26/2024
650,Kidepo,Buffalo,261,18.4,107,Dry,Yes,0.77,5/12/2024
651,Lake Mburo,Buffalo,338,30.4,72,Dry,No,0.79,12/5/2024
652,Lake Mburo,Elephant,150,20.9,145,Dry,No,0.53,12/1/2024
653,Murchison Falls,Elephant,218,29.2,184,Dry,Yes,0.64,11/28/2024
654,Bwindi,Lion,214,26.6,50,Wet,No,0.92,9/29/2024
655,Murchison Falls,Lion,121,26.5,234,Dry,Yes,0.62,9/28/2024
656,Kidepo,Gorilla,270,24.7,80,Dry,No,0.84,6/30/2024
657,Kibale,Gorilla,140,34.9,256,Wet,Yes,0.81,7/17/2024
658,Mgahinga,Elephant,304,34.1,115,Dry,No,0.94,12/2/2024
659,Queen Elizabeth,Elephant,393,24.5,116,Wet,Yes,0.78,8/6/2024
660,Kidepo,Leopard,188,25.6,67,Dry,Yes,0.78,12/16/2024
661,Mgahinga,Lion,461,20.3,268,Dry,No,0.99,3/15/2024
662,Kibale,Leopard,489,20.7,34,Dry,Yes,0.66,3/15/2024
663,Kibale,Elephant,411,23.4,211,Wet,No,0.72,11/22/2024
664,Kibale,Gorilla,97,31.2,54,Dry,Yes,0.51,11/9/2024
665,Lake Mburo,Gorilla,330,27.6,118,Dry,Yes,0.84,7/2/2024
666,Murchison Falls,Hippo,419,26.1,257,Wet,No,0.59,7/17/2024
667,Bwindi,Buffalo,90,20.8,115,Dry,No,0.87,1/8/2024
668,Kidepo,Buffalo,133,30.6,103,Dry,Yes,0.59,8/12/2024
669,Mgahinga,Leopard,270,29.7,234,Dry,No,0.7,1/22/2024
670,Lake Mburo,Hippo,442,24.5,160,Wet,Yes,0.76,8/19/2024
671,Bwindi,Chimpanzee,469,18.7,125,Wet,Yes,0.77,9/21/2024
672,Mgahinga,Hippo,45,21.2,225,Wet,No,0.88,5/26/2024
673,Bwindi,Lion,236,23,27,Dry,No,0.91,8/19/2024
674,Murchison Falls,Hippo,276,19.9,299,Dry,No,0.7,8/18/2024
675,Murchison Falls,Lion,252,28,103,Wet,Yes,0.62,12/20/2024
676,Kibale,Hippo,427,20.8,63,Dry,Yes,0.85,11/20/2024
677,Kidepo,Elephant,288,30,261,Dry,No,0.77,1/23/2024
678,Mgahinga,Lion,487,23.7,76,Dry,Yes,0.59,12/30/2024
679,Murchison Falls,Buffalo,177,23.3,228,Wet,Yes,0.56,3/8/2024
680,Queen Elizabeth,Elephant,338,31,6,Wet,No,0.92,10/5/2024
681,Mgahinga,Elephant,331,33,121,Dry,No,0.72,8/14/2024
682,Murchison Falls,Leopard,327,18.1,280,Wet,Yes,0.52,3/16/2024
683,Murchison Falls,Hippo,198,18.6,16,Wet,No,0.95,1/26/2024
684,Murchison Falls,Buffalo,111,20.7,145,Dry,No,0.87,7/3/2024
685,Murchison Falls,Elephant,413,23.1,188,Wet,Yes,0.87,10/8/2024
686,Murchison Falls,Gorilla,261,20.3,140,Wet,No,0.76,12/22/2024
687,Queen Elizabeth,Leopard,49,19.9,270,Dry,No,0.85,11/5/2024
